codigo_cliente
00017122
00019924
00034774
00035122
00043864
00044065
00045994
00049051
00063487
00064642
00066271
00071818
00072235
00073846
00073912
00078430
00082096
00087655
00100615
00102265
00103531
00109072
00111412
00115240
00136375
00146146
00146485
00159982
00161506
00166045
00179776
00186313
00191476
00193906
00216055
00220102
00223474
00238642
00239362
00242332
00243682
00250360
00254449
00264505
00266383
00269002
00272125
00279868
00280582
00288022
00292303
00296134
00302650
00312118
00312595
00313534
00315856
00316921
00323350
00328075
00338251
00353977
00370447
00372769
00378877
00388009
00408304
00423139
00426190
00430789
00439009
00441757
00443803
00444115
00446386
00447769
00450403
00452194
00453598
00456805
00457426
00462079
00468235
00476185
00480331
00490723
00498580
00636205
00660580
00689215
00902107
00906187
00912919
00923485
00927055
00927166
00937297
00940852
00948616
00957511
00968860
00969046
00969826
00972196
00977695
00980959
00982957
00988234
00992092
00998332
01000585
01003936
01011763
01016377
01017118
01028617
01036405
01045072
01050964
01069465
01104850
01105555
01109704
01121371
01127494
01130578
01139449
01143085
01144213
01159402
01160566
01165285
01167496
01180981
01189717
01196866
01209223
01219165
01223638
01255240
01259812
01264537
01294255
01296907
01310395
01329208
01339615
01342966
01343044
01348513
01356349
01378648
01424449
01430947
01494157
01494271
01494376
01495903
01515412
01525792
01542220
01542307
01554193
01561330
01562737
01575523
01582195
01582675
01584106
01586956
01587070
01603750
01603882
01605736
01623733
01630945
01635787
01639939
01641286
01644232
01650289
01664086
01675489
01680070
01709941
01711885
01713490
01722151
01727053
01730398
01733770
01736401
01739422
01740220
01742800
01744522
01807153
01818847
01831582
01835341
01840693
01852357
01853740
01856917
01869457
01876081
01886836
01906906
01917655
01924891
01940890
01950835
01991431
01995562
02003742
02009076
02012439
02013513
02018802
02020941
02030169
02040768
02041929
02042994
02046474
02048619
02050140
02051907
02064780
02066001
02075802
02076342
02084250
02085420
02087292
02088366
02090259
02091987
02109132
02110167
02116938
02120973
02128239
02129862
02139132
02148669
02150907
02189721
02192817
02199375
02210520
02213085
02255409
02260671
02262897
02269383
02269479
02284686
02285571
02288112
02289009
02289108
02290944
02295042
02296104
02304357
02304762
02306193
02306256
02312883
02319294
02327295
02342430
02349522
02354169
02383659
02395860
02397753
02398074
02406951
02409354
02410374
02413977
02415513
02418057
02420805
02426565
02427600
02430597
02437740
02445495
02452629
02456343
02456817
02471592
02477316
02492208
02493273
02500392
02503476
02504883
02508324
02509758
02520783
02522064
02523054
02523297
02524575
02526306
02538441
02539683
02565336
02565651
02569539
02573247
02573346
02575659
02581266
02583774
02583993
02590932
02592780
02596101
02612934
02621307
02626053
02627460
02629971
02632029
02635068
02638233
02639781
02643087
02643507
02646498
02655150
02671533
02679195
02687370
02696043
02701329
02702859
02703663
02710875
02713149
02713722
02714034
02714061
02714556
02714751
02720403
02726166
02737539
02753364
02762055
02770215
02777076
02797986
02803200
02807658
02810658
02814099
02821938
02826609
02834742
02836929
02848830
02858097
02864217
02865174
02865555
02865969
02876502
02893839
02897673
02904123
02908524
02908653
02910606
02949582
02951073
02960010
02962401
02968770
02984463
02987172
02991834
02994645
02999289
03003846
03022908
03024474
03030435
03041568
03043509
03050130
03055440
03065301
03074826
03084522
03085980
03097956
03108657
03111756
03111864
03127308
03135153
03142944
03147243
03151242
03153978
03156930
03165219
03179157
03180459
03181701
03182190
03189636
03205455
03214995
03223785
03224763
03250338
03253578
03265413
03281610
03288963
03293832
03296196
03306210
03318792
03322932
03324630
03327015
03327426
03343377
03347046
03349818
03362535
03379698
03386430
03401265
03408219
03409731
03443838
03447873
03461208
03477336
03481281
03483543
03485349
03491517
03505848
03505962
03511665
03512706
03526032
03527595
03531996
03559338
03565902
03567033
03570492
03572616
03577434
03578064
03580881
03582261
03583422
03588495
03593319
03593904
03596619
03599505
03604701
03608541
03611217
03612783
03615135
03618969
03619050
03622602
03627570
03638181
03663012
03668079
03681267
03693348
03693876
03697461
03697959
03707418
03708753
03708954
03717804
03723231
03734664
03740298
03745980
03746025
03746496
03748161
03753321
03753387
03761553
03762174
03773571
03778065
03781059
03784722
03800937
03802809
03803562
03804096
03817029
03819228
03822228
03827625
03831213
03833451
03840057
03850551
03857901
03866535
03898935
03901059
03905934
03923007
03939930
03950985
03951171
03953661
03964167
03981171
03984684
03991737
03998799
04010960
04014794
04016576
04034015
04035398
04037072
04041494
04042187
04044749
04045016
04055540
04070651
04077296
04078775
04082954
04084937
04092113
04093622
04098068
04104941
04110512
04127510
04132673
04134128
04158953
04162391
04189070
04189883
04190570
04190741
04199618
04203362
04203647
04209575
04214567
04217228
04218824
04220108
04221191
04241390
04252559
04253834
04264832
04265069
04265597
04277975
04279517
04281035
04284923
04285910
04287209
04287548
04292156
04295807
04297235
04302956
04310033
04313369
04319306
04328909
04329902
04333664
04345772
04346609
04346735
04352687
04355633
04364264
04370567
04374596
04376099
04376972
04377650
04380446
04382198
04384223
04391126
04400183
04400864
04410293
04416857
04423313
04426457
04431191
04466531
04466663
04470287
04481162
04481636
04486973
04503728
04505765
04508117
04512950
04513529
04518119
04526309
04529669
04531376
04536950
04539041
04553324
04554998
04570280
04573415
04575596
04576403
04583774
04596356
04596812
04598426
04599527
04601765
04610693
04613096
04624910
04631366
04640648
04656647
04657862
04660286
04674689
04679123
04684394
04689698
04692707
04713653
04728047
04739267
04741031
04742186
04744115
04744883
04747751
04750241
04750412
04754705
04761998
04762664
04777409
04780943
04794716
04796708
04796801
04799462
04805615
04812044
04821476
04836431
04844243
04844729
04847642
04854935
04859609
04862246
04866116
04866521
04873508
04873640
04875320
04878275
04889840
04894700
04907540
04908638
04911503
04912445
04917971
04923977
04933088
04936421
04944722
04948865
04951310
04954868
04962359
04964282
04975850
04978610
04991582
04994399
04998083
05003381
05007731
05009351
05021036
05030675
05053787
05076557
05077274
05088737
05097104
05101196
05105246
05110382
05112701
05124272
05125223
05141966
05142692
05150819
05151623
05152292
05162432
05166029
05182316
05182886
05189801
05193188
05206172
05209355
05219420
05221169
05232017
05237435
05238755
05246102
05246450
05247983
05249270
05252081
05258774
05261132
05265176
05269424
05276438
05276747
05277731
05284454
05286770
05287406
05287655
05290223
05290562
05291546
05307365
05309168
05315501
05318582
05318813
05322008
05324009
05326160
05329211
05332712
05349296
05355167
05371964
05372021
05374952
05377178
05382857
05387315
05391581
05400200
05407130
05409302
05423444
05424239
05426834
05434046
05437484
05446412
05447420
05448251
05457647
05479817
05492855
05493611
05498531
05503919
05504204
05506721
05508677
05516663
05519414
05532974
05541605
05543462
05543507
05547227
05555444
05565587
05566907
05570210
05572952
05578154
05580296
05584076
05586614
05587784
05595233
05598176
05600699
05603201
05606828
05617421
05625410
05639000
05647241
05648240
05654906
05671544
05674652
05697008
05698589
05703206
05705183
05737004
05743475
05744228
05750225
05750351
05750846
05752412
05753432
05754611
05759348
05761565
05762366
05762831
05765375
05767511
05770997
05773295
05773739
05778509
05779019
05781644
05786783
05790101
05796239
05796455
05796875
05800556
05816996
05819822
05835650
05839643
05846456
05849105
05852789
05853296
05853323
05858687
05861534
05862314
05876546
05876723
05878700
05885936
05904719
05908265
05908808
05908820
05914094
05915126
05918438
05927165
05928695
05930288
05936945
05938565
05939351
05939777
05940209
05940722
05941154
05949257
05953022
05960468
05963759
05964578
05974475
05974583
05976053
05976131
05978867
05983004
06045815
06106274
06112397
06117089
06119885
06122573
06127751
06134987
06140621
06141446
06143888
06144503
06152429
06155453
06156536
06160139
06162338
06163871
06164069
06166391
06167315
06170453
06170882
06172136
06172631
06176381
06186596
06187157
06188444
06192776
06194231
06197057
06199730
06207209
06209705
06223397
06226889
06230858
06237212
06255971
06258473
06263813
06266267
06267314
06271649
06273344
06289502
06290267
06296354
06298280
06315869
06320540
06321683
06327767
06331940
06346574
06362747
06368588
06370979
06383906
06400538
06409364
06410735
06411926
06423857
06428657
06437363
06438719
06442802
06454607
06459497
06465860
06476624
06482135
06493373
06496148
06506045
06515863
06533056
06534079
06539482
06557635
06581002
06590245
06593155
06605608
06614479
06618163
06621772
06625684
06634858
06639265
06640108
06666409
06666568
06674128
06679558
06688072
06694084
06695695
06700117
06707494
06719686
06722605
06727018
06735712
06744751
06745408
06771091
06773017
06773248
06776101
06788887
06808852
06810724
06821773
06850903
06855784
06856438
06860098
06863950
06868633
06869149
06872170
06874132
06874645
06875851
06898033
06900628
06901771
06908827
06914734
06939565
06941407
06943024
06945448
06952474
06955198
06971704
06981751
06985954
06987196
06989500
06992782
06998224
06999991
07001758
07006615
07009312
07022008
07022815
07076974
07078036
07083220
07083979
07085731
07086745
07086787
07092487
07119031
07128463
07132567
07134778
07135822
07142029
07149574
07150102
07180855
07187425
07196581
07198543
07199164
07208854
07216705
07219297
07221424
07222036
07227385
07227757
07228807
07230496
07233067
07245505
07255060
07261333
07263067
07265872
07276039
07277023
07277596
07287730
07291378
07306063
07311088
07311454
07314673
07323310
07325596
07328467
07331971
07335832
07338145
07340587
07341634
07345423
07347238
07347343
07347676
07348306
07354927
07355197
07356715
07357228
07358449
07365172
07368124
07380322
07382485
07388575
07389757
07399999
07405039
07409218
07410631
07414849
07416187
07423420
07423537
07423909
07425718
07426666
07429366
07431151
07438990
07445287
07448101
07451527
07452145
07461628
07468837
07470247
07472434
07486285
07489906
07492012
07492273
07497154
07499803
07503151
07510471
07512424
07513534
07516255
07518625
07529671
07531183
07533004
07534750
07539928
07543549
07544065
07545313
07545871
07545904
07547491
07548151
07559746
07572148
07580233
07581952
07586968
07600771
07602676
07604536
07608349
07608991
07609561
07610914
07611241
07613119
07616794
07619653
07621129
07624540
07627774
07628416
07630900
07640371
07656442
07657612
07659541
07691365
07693555
07699858
07700950
07707817
07709071
07730611
07730698
07731970
07739050
07740370
07743016
07744279
07745521
07745731
07750747
07752373
07754266
07757866
07760734
07761652
07762102
07776805
07778128
07778422
07780687
07786267
07792567
07797055
07800550
07801405
07801780
07802629
07808029
07809133
07811443
07812109
07813342
07818079
07819756
07819942
07822381
07829044
07839400
07840294
07843021
07850464
07850581
07850716
07853845
07856773
07857697
07858006
07862494
07862929
07862986
07868320
07877407
07878526
07888873
07890757
07900621
07915249
07917667
07924648
07927030
07927576
07929490
07931092
07938457
07942159
07944103
07944559
07945561
07954957
07956472
07959757
07966750
07968112
07971016
07971922
07975330
07977454
07988458
07990351
07990633
07990657
07992685
07997140
08001004
08001382
08003740
08005639
08006908
08007748
08010925
08013943
08014570
08016040
08018101
08024149
08031832
08035483
08035723
08036338
08040523
08043442
08051935
08056933
08058163
08065888
08076178
08078401
08083462
08101903
08106367
08107276
08109706
08116480
08121283
08122405
08125282
08126467
08126659
08128897
08129026
08129224
08130475
08131318
08131741
08133991
08137144
08143936
08145931
08154214
08154316
08154997
08159356
08167696
08172901
08199958
08200315
08205424
08217592
08218504
08223553
08224108
08225248
08226277
08228068
08230741
08231401
08235961
08239543
08242681
08242846
08246872
08247910
08250466
08252881
08253787
08255182
08256178
08260909
08265172
08267524
08271034
08272096
08285404
08288317
08288659
08290693
08292280
08296546
08304190
08306122
08317234
08320519
08324644
08326219
08332114
08335165
08335759
08339608
08340469
08341900
08343253
08343334
08349031
08352385
08359513
08363920
08364016
08374009
08377054
08382718
08383012
08387242
08388595
08389795
08392549
08393974
08394445
08394721
08396101
08398135
08399641
08400835
08401045
08401489
08413852
08416252
08422213
08427436
08429992
08432752
08434552
08434780
08442721
08448556
08465521
08467873
08467996
08474404
08474941
08478025
08478829
08485339
08487085
08494354
08494861
08496088
08496169
08496862
08498167
08498368
08498488
08498575
08499103
08501539
08511013
08513077
08518885
08526811
08530420
08532820
08537707
08546044
08548612
08549200
08551348
08557969
08566570
08576374
08577289
08578447
08579407
08582968
08590324
08595061
08599450
08599903
08602405
08602426
08607151
08613445
08614060
08620624
08627806
08630464
08635030
08638288
08653678
08653963
08660752
08669998
08675221
08685334
08691142
08692264
08694262
08698846
08701228
08702155
08703808
08705092
08711602
08717914
08727547
08731261
08732221
08739583
08743462
08745385
08746012
08746285
08747578
08750368
08753716
08770921
08774179
08778049
08778130
08778325
08793946
08794243
08796373
08797477
08805946
08817016
08825860
08827648
08837872
08837944
08847640
08853532
08861011
08865127
08870161
08870839
08871046
08872753
08878207
08879380
08879707
08880649
08881864
08882275
08882932
08883406
08889901
08895622
08897863
08898037
08901130
08902069
08903260
08904118
08908069
08912071
08913958
08914810
08919196
08919661
08920090
08921164
08922052
08922673
08923057
08926750
08934796
08936299
08942599
08943373
08959060
08963635
08975026
08978464
08985496
08986834
08988631
08989021
09007998
09022893
09027417
09037920
09048420
09064506
09069585
09072195
09076473
09077091
09079974
09080478
09084453
09084609
09090648
09091998
09096588
09111765
09114741
09132192
09145671
09145719
09145986
09160839
09174111
09176883
09178254
09178608
09179208
09182496
09186297
09189750
09190773
09191010
09191211
09191763
09191958
09192669
09193467
09193800
09196572
09203427
09204018
09204387
09210981
09214230
09214356
09216249
09217437
09218946
09219546
09221556
09228261
09229365
09229431
09229827
09231861
09232140
09235731
09236754
09238257
09240966
09245010
09251376
09257811
09257844
09258384
09258435
09267024
09274224
09282813
09295293
09300876
09302955
09308010
09318582
09321252
09324894
09326265
09330069
09330624
09332064
09338130
09341439
09341766
09342549
09349962
09352395
09353193
09357690
09358659
09397251
09397770
09398577
09402933
09405330
09407211
09416280
09416682
09417744
09428325
09428343
09429663
09433560
09434625
09437358
09438333
09442005
09449826
09450954
09453753
09456477
09459279
09466398
09477996
09478941
09481173
09482754
09484266
09487416
09489960
09490059
09491121
09491361
09492036
09492222
09492792
09493986
09494790
09499137
09502860
09503163
09517125
09531543
09535605
09537471
09538029
09544155
09546381
09546444
09546657
09552960
09553596
09565956
09574170
09580473
09587397
09590004
09591633
09602349
09616242
09618159
09618444
09622308
09638175
09640326
09667476
09667623
09668136
09668310
09672111
09672624
09674889
09679149
09682428
09684243
09684369
09690381
09698844
09703347
09712383
09719613
09722850
09729741
09731919
09732696
09733002
09733590
09735645
09742509
09742947
09743700
09743934
09744816
09747762
09753597
09753846
09757035
09768687
09769356
09772716
09777261
09783735
09784149
09785391
09785817
09799887
09803820
09804459
09808701
09809307
09814284
09817233
09819444
09824634
09827538
09827661
09830349
09831327
09832833
09834234
09836607
09842922
09845034
09846972
09849534
09849561
09850320
09856248
09860208
09863157
09866970
09869121
09884226
09887478
09896133
09902358
09906960
09910659
09911952
09913971
09915033
09919752
09922686
09927453
09939420
09944043
09946302
09946869
09954999
09958125
09959268
09959325
09959451
09959694
09970125
09973818
09974286
09976005
09977655
09977787
09978144
09988098
09991323
10005825
10009860
10013292
10014342
10022811
10023075
10028094
10029588
10039878
10044036
10046523
10046526
10054515
10058319
10063566
10073760
10074429
10075065
10079577
10080813
10086495
10090587
10092786
10092831
10099893
10102233
10103160
10103622
10104123
10107513
10109151
10110810
10111317
10116522
10123944
10126788
10129548
10132089
10132269
10134486
10137162
10147662
10167294
10167810
10168257
10169181
10178871
10180311
10182561
10186632
10190187
10190274
10192062
10192350
10193961
10195521
10199280
10202433
10204794
10208139
10208142
10209969
10213098
10213716
10226532
10240077
10253595
10262751
10263015
10264476
10265625
10290153
10291464
10294923
10296021
10305639
10306587
10307832
10312191
10315956
10320507
10321080
10321680
10322313
10323987
10327425
10327770
10329240
10335123
10335585
10335618
10340853
10344471
10349874
10350402
10353246
10360635
10375938
10388121
10388688
10388955
10396743
10402230
10415085
10415757
10427556
10428882
10431039
10432239
10439934
10441119
10443234
10443240
10446276
10446996
10453554
10458819
10460466
10463697
10465299
10465692
10466937
10474812
10475082
10477710
10478628
10479591
10480746
10485507
10492335
10526136
