buc
507.0000000000
998.0000000000
1883.0000000000
2436.0000000000
2949.0000000000
5366.0000000000
9686.0000000000
13775.0000000000
13875.0000000000
15200.0000000000
16348.0000000000
16521.0000000000
18012.0000000000
18370.0000000000
19639.0000000000
19775.0000000000
20394.0000000000
20669.0000000000
20807.0000000000
22085.0000000000
22149.0000000000
22179.0000000000
22263.0000000000
22557.0000000000
23037.0000000000
24127.0000000000
24971.0000000000
25360.0000000000
26051.0000000000
26095.0000000000
27485.0000000000
27654.0000000000
29593.0000000000
30252.0000000000
30446.0000000000
30469.0000000000
30978.0000000000
30989.0000000000
31146.0000000000
31404.0000000000
31485.0000000000
32009.0000000000
32036.0000000000
34611.0000000000
34952.0000000000
34983.0000000000
35201.0000000000
35912.0000000000
35918.0000000000
35965.0000000000
37147.0000000000
37691.0000000000
37748.0000000000
37819.0000000000
37925.0000000000
38479.0000000000
38642.0000000000
38894.0000000000
39021.0000000000
39214.0000000000
39246.0000000000
40139.0000000000
40142.0000000000
40188.0000000000
40945.0000000000
41046.0000000000
41343.0000000000
41748.0000000000
42063.0000000000
42280.0000000000
42445.0000000000
42820.0000000000
43043.0000000000
43212.0000000000
43449.0000000000
43524.0000000000
43654.0000000000
44564.0000000000
44600.0000000000
45387.0000000000
45497.0000000000
45677.0000000000
46046.0000000000
46343.0000000000
46436.0000000000
46545.0000000000
46801.0000000000
47283.0000000000
47869.0000000000
48355.0000000000
48561.0000000000
49638.0000000000
49806.0000000000
50122.0000000000
50184.0000000000
50477.0000000000
51343.0000000000
51396.0000000000
51508.0000000000
51605.0000000000
52535.0000000000
52762.0000000000
53177.0000000000
53412.0000000000
53597.0000000000
54018.0000000000
54444.0000000000
54865.0000000000
55091.0000000000
55168.0000000000
55575.0000000000
55956.0000000000
57229.0000000000
57755.0000000000
57794.0000000000
57880.0000000000
57969.0000000000
58009.0000000000
58175.0000000000
58533.0000000000
58950.0000000000
59273.0000000000
59386.0000000000
59957.0000000000
59969.0000000000
60113.0000000000
60339.0000000000
60634.0000000000
60844.0000000000
60875.0000000000
61042.0000000000
61458.0000000000
61557.0000000000
61870.0000000000
62318.0000000000
62639.0000000000
63366.0000000000
64206.0000000000
64518.0000000000
64575.0000000000
65396.0000000000
65427.0000000000
65467.0000000000
65485.0000000000
65643.0000000000
65922.0000000000
66411.0000000000
66889.0000000000
67209.0000000000
67424.0000000000
67951.0000000000
68262.0000000000
68297.0000000000
68417.0000000000
68421.0000000000
68471.0000000000
68668.0000000000
68671.0000000000
69019.0000000000
70207.0000000000
71773.0000000000
72227.0000000000
72250.0000000000
72491.0000000000
73252.0000000000
74839.0000000000
75596.0000000000
76126.0000000000
76329.0000000000
77127.0000000000
77234.0000000000
77319.0000000000
78430.0000000000
78808.0000000000
79322.0000000000
79468.0000000000
79781.0000000000
80082.0000000000
80424.0000000000
82084.0000000000
82093.0000000000
82254.0000000000
82509.0000000000
83020.0000000000
83447.0000000000
83820.0000000000
84059.0000000000
84100.0000000000
85767.0000000000
86161.0000000000
86651.0000000000
86761.0000000000
87193.0000000000
87522.0000000000
87581.0000000000
87892.0000000000
